ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Biden,12/20/2019 12:00:00 AM,$0.64,$0.67,$0.64,$0.67,175
Harris,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/20/2019 12:00:00 AM,$0.14,$0.14,$0.14,$0.14,0
Warren,12/20/2019 12:00:00 AM,$0.13,$0.13,$0.13,$0.13,0
Klobuchar,12/20/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,27
Steyer,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/20/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,0
Buttigieg,12/20/2019 12:00:00 AM,$0.14,$0.14,$0.10,$0.10,560
Gabbard,12/20/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/20/2019 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,27
Biden,12/21/2019 12:00:00 AM,$0.67,$0.67,$0.58,$0.67,192
Harris,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/21/2019 12:00:00 AM,$0.14,$0.14,$0.13,$0.13,26
Warren,12/21/2019 12:00:00 AM,$0.13,$0.13,$0.13,$0.13,0
Klobuchar,12/21/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,0
Steyer,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/21/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,500
Buttigieg,12/21/2019 12:00:00 AM,$0.10,$0.10,$0.10,$0.10,25
Gabbard,12/21/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/21/2019 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,1
Biden,12/22/2019 12:00:00 AM,$0.67,$0.69,$0.67,$0.69,15
Harris,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/22/2019 12:00:00 AM,$0.13,$0.13,$0.11,$0.11,1
Warren,12/22/2019 12:00:00 AM,$0.13,$0.13,$0.11,$0.11,1
Klobuchar,12/22/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,130
Steyer,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/22/2019 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,6
Buttigieg,12/22/2019 12:00:00 AM,$0.10,$0.16,$0.10,$0.16,131
Gabbard,12/22/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/22/2019 12:00:00 AM,$0.04,$0.04,$0.04,$0.04,110
Biden,12/23/2019 12:00:00 AM,$0.69,$0.69,$0.63,$0.66,176
Harris,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/23/2019 12:00:00 AM,$0.11,$0.11,$0.11,$0.11,1
Warren,12/23/2019 12:00:00 AM,$0.11,$0.11,$0.08,$0.08,1
Klobuchar,12/23/2019 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,109
Steyer,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/23/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,278
Buttigieg,12/23/2019 12:00:00 AM,$0.16,$0.16,$0.16,$0.16,0
Gabbard,12/23/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/23/2019 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,225
Biden,12/24/2019 12:00:00 AM,$0.66,$0.66,$0.64,$0.64,93
Harris,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/24/2019 12:00:00 AM,$0.11,$0.12,$0.11,$0.12,1
Warren,12/24/2019 12:00:00 AM,$0.08,$0.08,$0.08,$0.08,0
Klobuchar,12/24/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,5
Steyer,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/24/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,1
Buttigieg,12/24/2019 12:00:00 AM,$0.16,$0.16,$0.10,$0.10,1
Gabbard,12/24/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/24/2019 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,1
Biden,12/25/2019 12:00:00 AM,$0.64,$0.67,$0.62,$0.62,188
Harris,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/25/2019 12:00:00 AM,$0.12,$0.12,$0.11,$0.11,4
Warren,12/25/2019 12:00:00 AM,$0.08,$0.08,$0.05,$0.05,83
Klobuchar,12/25/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,0
Steyer,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/25/2019 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,1
Buttigieg,12/25/2019 12:00:00 AM,$0.10,$0.12,$0.08,$0.10,237
Gabbard,12/25/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/25/2019 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,0
Biden,12/26/2019 12:00:00 AM,$0.62,$0.69,$0.62,$0.69,72
Harris,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
Sanders,12/26/2019 12:00:00 AM,$0.11,$0.12,$0.11,$0.12,28
Warren,12/26/2019 12:00:00 AM,$0.05,$0.07,$0.05,$0.07,1
Klobuchar,12/26/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,61
Steyer,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/26/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,31
Buttigieg,12/26/2019 12:00:00 AM,$0.10,$0.11,$0.10,$0.11,53
Gabbard,12/26/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/26/2019 12:00:00 AM,$0.02,$0.02,$0.02,$0.02,1
Biden,12/27/2019 12:00:00 AM,$0.69,$0.69,$0.66,$0.69,37
Harris,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Booker,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Sanders,12/27/2019 12:00:00 AM,$0.12,$0.12,$0.12,$0.12,0
Warren,12/27/2019 12:00:00 AM,$0.07,$0.07,$0.07,$0.07,0
Klobuchar,12/27/2019 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,234
Steyer,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Yang,12/27/2019 12:00:00 AM,$0.03,$0.03,$0.03,$0.03,1
Buttigieg,12/27/2019 12:00:00 AM,$0.11,$0.12,$0.11,$0.12,51
Gabbard,12/27/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
